player1,player2,total_encounters,p1_wins,p2_wins,p1_avg_rank,p2_avg_rank,avg_combined_rank,closeness,elite_score
blankE,doniatka,12,1,11,13.5,8.33,10.92,0.1111,1.1
doniatka,genevrier_ou,9,7,2,7.56,14.44,11.0,0.3556,0.82
doniatka,luisarlen23,13,4,9,7.46,6.0,6.73,0.4923,1.93
genevrier_ou,luisarlen23,12,1,11,16.5,7.42,11.96,0.1111,1.0
Blumpo Gripliskin,Skoops!,7,7,0,3.71,9.71,6.71,0.0,1.04
Blumpo Gripliskin,masterv5983,7,6,1,6.14,16.86,11.5,0.2286,0.61
Dreamweaver,Skoops!,22,5,17,12.18,8.09,10.14,0.2841,2.17
Skoops!,austin_midd,8,2,6,14.5,8.12,11.31,0.4167,0.71
Skoops!,luisarlen23,18,4,14,10.89,7.11,9.0,0.2963,2.0
austin_midd,luisarlen23,8,2,6,12.0,5.88,8.94,0.4167,0.9
Dreamweaver,jjjeffer78,12,11,1,10.92,22.08,16.5,0.1111,0.73
Dreamweaver,khang.pham2401,11,7,4,12.0,16.18,14.09,0.6324,0.78
JarJar,Skoops!,18,3,15,18.22,10.06,14.14,0.2083,1.27
JarJar,jjjeffer78,10,7,3,17.9,22.2,20.05,0.5,0.5
Quali,jjjeffer78,21,21,0,5.29,21.71,13.5,0.0,1.56
Skoops!,jjjeffer78,17,15,2,8.59,21.65,15.12,0.1426,1.12
Skoops!,khang.pham2401,18,16,2,10.61,17.67,14.14,0.1307,1.27
jjjeffer78,khang.pham2401,10,2,8,22.3,16.5,19.4,0.3077,0.52
jjjeffer78,m.melkowski1,8,0,8,22.62,7.75,15.19,0.0,0.53
jjjeffer78,masterv5983,10,0,10,24.5,12.6,18.55,0.0,0.54
Blumpo Gripliskin,Jeeda Sensei,12,6,6,6.0,5.08,5.54,1.0,2.17
Blumpo Gripliskin,Xrenoid,8,5,3,7.5,10.38,8.94,0.6818,0.9
Blumpo Gripliskin,blankE,7,6,1,7.0,16.57,11.79,0.2286,0.59
Jeeda Sensei,Quali,60,36,24,4.58,5.43,5.01,0.5,11.98
Jeeda Sensei,mjwb,7,7,0,4.86,20.43,12.64,0.0,0.55
Jeeda Sensei,yaelsky96,8,8,0,2.88,10.75,6.81,0.0,1.17
Quali,yaelsky96,9,6,3,5.44,11.56,8.5,0.5797,1.06
Grimning,Jeeda Sensei,28,1,27,20.5,4.5,12.5,0.0311,2.24
Grimning,Quali,28,1,27,20.71,4.86,12.79,0.0311,2.19
Grimning,S31gn3ur Chr3t13n,18,0,18,20.17,5.61,12.89,0.0,1.4
Grimning,Xrenoid,15,1,14,19.0,9.13,14.07,0.0808,1.07
Grimning,genevrier_ou,17,4,13,18.76,12.88,15.82,0.3245,1.07
Grimning,hrejarz2,12,3,9,24.33,21.0,22.67,0.3846,0.53
Grimning,m.melkowski1,7,0,7,23.29,7.57,15.43,0.0,0.45
Jeeda Sensei,ManBonAs,7,7,0,6.29,21.0,13.64,0.0,0.51
Jeeda Sensei,S31gn3ur Chr3t13n,38,28,10,4.47,6.45,5.46,0.277,6.96
Jeeda Sensei,hrejarz2,18,17,1,4.39,22.28,13.33,0.0617,1.35
S31gn3ur Chr3t13n,hrejarz2,15,13,2,7.13,21.13,14.13,0.172,1.06
genevrier_ou,hrejarz2,8,6,2,17.88,22.75,20.31,0.4167,0.39
BigOak,Jeeda Sensei,10,1,9,16.4,4.5,10.45,0.1429,0.96
BigOak,Quali,11,1,10,16.36,5.18,10.77,0.1254,1.02
BigOak,doniatka,9,2,7,17.11,9.11,13.11,0.3556,0.69
BigOak,m.melkowski1,9,1,8,17.67,5.67,11.67,0.1646,0.77
Dreamweaver,tsromanow,12,11,1,11.83,19.33,15.58,0.1111,0.77
Jeeda Sensei,Mubirobiro [BR],7,4,3,5.86,9.0,7.43,0.8163,0.94
Jeeda Sensei,TheHunter222,14,13,1,4.29,12.71,8.5,0.0893,1.65
Jeeda Sensei,Xial,7,7,0,5.43,17.57,11.5,0.0,0.61
Jeeda Sensei,masterv5983,29,28,1,5.38,15.14,10.26,0.0293,2.83
Jeeda Sensei,tsromanow,19,19,0,3.05,18.74,10.89,0.0,1.74
Jeeda Sensei,Коmар,20,20,0,4.9,19.45,12.18,0.0,1.64
Quali,tsromanow,19,19,0,5.84,18.42,12.13,0.0,1.57
TheHunter222,luisarlen23,8,2,6,11.62,4.62,8.12,0.4167,0.98
doniatka,tsromanow,7,7,0,8.29,17.71,13.0,0.0,0.54
doniatka,Коmар,9,9,0,7.78,18.22,13.0,0.0,0.69
luisarlen23,tsromanow,8,7,1,8.12,16.12,12.12,0.1923,0.66
m.melkowski1,tsromanow,7,6,1,8.29,20.43,14.36,0.2286,0.49
masterv5983,tsromanow,7,5,2,17.14,20.71,18.93,0.4969,0.37
tsromanow,Коmар,9,3,6,17.78,17.0,17.39,0.5797,0.52
Dreamweaver,hrejarz2,9,8,1,12.78,20.89,16.83,0.1646,0.53
Dreamweaver,slaaneshtgof,7,5,2,15.29,21.14,18.21,0.4969,0.38
Dreamweaver,z_iodine,7,6,1,13.29,21.0,17.14,0.2286,0.41
JarJar,hrejarz2,8,8,0,18.12,24.5,21.31,0.0,0.38
Quali,slaaneshtgof,16,15,1,6.81,19.38,13.09,0.0735,1.22
S31gn3ur Chr3t13n,Skoops!,30,22,8,5.2,8.57,6.88,0.3137,4.36
S31gn3ur Chr3t13n,slaaneshtgof,10,9,1,6.5,19.2,12.85,0.1429,0.78
Skoops!,TheHunter222,10,7,3,10.7,13.3,12.0,0.5,0.83
Skoops!,doniatka,14,7,7,10.43,9.21,9.82,1.0,1.43
Skoops!,hrejarz2,13,13,0,8.62,21.08,14.85,0.0,0.88
Skoops!,slaaneshtgof,12,11,1,8.83,20.83,14.83,0.1111,0.81
doniatka,hrejarz2,10,10,0,7.9,23.9,15.9,0.0,0.63
doniatka,slaaneshtgof,13,13,0,7.77,20.85,14.31,0.0,0.91
doniatka,z_iodine,9,9,0,9.11,18.22,13.67,0.0,0.66
m.melkowski1,slaaneshtgof,7,7,0,7.14,17.71,12.43,0.0,0.56
masterv5983,slaaneshtgof,8,5,3,16.25,18.25,17.25,0.6818,0.46
BigOak,khang.pham2401,7,5,2,13.86,16.71,15.29,0.4969,0.46
Grimning,camoutbussin,13,1,12,21.46,5.92,13.69,0.0993,0.95
Grimning,khang.pham2401,9,3,6,22.56,15.89,19.22,0.5797,0.47
Grimning,luisarlen23,8,0,8,23.0,5.0,14.0,0.0,0.57
Jeeda Sensei,Odin_Gr,9,8,1,4.33,16.67,10.5,0.1646,0.86
Jeeda Sensei,austin_midd,12,8,4,5.17,9.17,7.17,0.5556,1.67
Jeeda Sensei,bullzebub,10,10,0,5.9,18.2,12.05,0.0,0.83
Jeeda Sensei,khang.pham2401,26,25,1,4.0,16.92,10.46,0.035,2.49
khang.pham2401,luisarlen23,10,1,9,18.7,6.0,12.35,0.1429,0.81
Bidderlyn,Coyface,8,8,0,2.12,22.88,12.5,0.0,0.64
Bidderlyn,Jeeda Sensei,51,39,12,2.06,4.61,3.33,0.2003,15.3
Bidderlyn,schmendrikson,16,16,0,1.5,19.5,10.5,0.0,1.52
Blumpo Gripliskin,schmendrikson,7,6,1,7.57,21.86,14.71,0.2286,0.48
Coyface,Jeeda Sensei,10,1,9,23.5,5.2,14.35,0.1429,0.7
Coyface,Quali,9,0,9,23.0,5.67,14.33,0.0,0.63
Coyface,blankE,8,3,5,22.38,18.75,20.56,0.6818,0.39
Jeeda Sensei,Laska,9,8,1,4.89,13.33,9.11,0.1646,0.99
Jeeda Sensei,schmendrikson,19,18,1,4.68,18.79,11.74,0.0569,1.62
Odin_Gr,blankE,7,3,4,16.57,17.57,17.07,0.8163,0.41
Quali,schmendrikson,19,19,0,4.68,18.79,11.74,0.0,1.62
blankE,schmendrikson,13,7,6,16.23,17.92,17.08,0.8791,0.76
camoutbussin,schmendrikson,8,7,1,5.88,17.62,11.75,0.1923,0.68
masterv5983,schmendrikson,10,6,4,15.3,16.1,15.7,0.7273,0.64
Bidderlyn,Hirow,15,15,0,1.87,20.93,11.4,0.0,1.32
Bidderlyn,Zap,13,13,0,1.85,19.38,10.62,0.0,1.22
Bidderlyn,benreichardt,10,10,0,2.5,24.4,13.45,0.0,0.74
Bidderlyn,luisarlen23,23,18,5,2.3,5.61,3.96,0.2635,5.81
Hirow,Jeeda Sensei,15,0,15,20.93,3.13,12.03,0.0,1.25
Hirow,Quali,15,1,14,20.93,7.13,14.03,0.0808,1.07
Hirow,Xrenoid,7,0,7,23.43,7.29,15.36,0.0,0.46
Hirow,blankE,8,5,3,17.62,17.38,17.5,0.6818,0.46
Hirow,genevrier_ou,8,3,5,19.38,18.75,19.06,0.6818,0.42
Hirow,luisarlen23,8,1,7,19.62,9.12,14.38,0.1923,0.56
Hirow,m.melkowski1,7,0,7,19.43,6.71,13.07,0.0,0.54
Jeeda Sensei,benreichardt,10,10,0,2.9,25.1,14.0,0.0,0.71
Jeeda Sensei,juicyteach,9,9,0,4.56,19.11,11.83,0.0,0.76
Jeeda Sensei,t.lewis140,8,8,0,5.38,20.38,12.88,0.0,0.62
Jeeda Sensei,z_iodine,12,12,0,4.83,20.42,12.62,0.0,0.95
Quali,Zap,14,13,1,5.93,19.21,12.57,0.0893,1.11
Quali,benreichardt,11,11,0,5.09,24.91,15.0,0.0,0.73
Xrenoid,benreichardt,8,7,1,9.62,24.88,17.25,0.1923,0.46
Zap,masterv5983,7,0,7,20.71,11.86,16.29,0.0,0.43
luisarlen23,z_iodine,8,8,0,3.12,20.25,11.69,0.0,0.68
m.melkowski1,t.lewis140,8,8,0,4.62,20.5,12.56,0.0,0.64
Bidderlyn,N Prime,24,17,7,1.58,2.92,2.25,0.3889,10.67
Bidderlyn,Siker_7,29,28,1,1.72,9.83,5.78,0.0293,5.02
Bidderlyn,Skoops!,34,32,2,2.26,9.09,5.68,0.0471,5.99
Bidderlyn,Коmар,18,18,0,1.89,18.5,10.19,0.0,1.77
Jeeda Sensei,N Prime,26,9,17,5.5,2.88,4.19,0.4945,6.2
Jeeda Sensei,Siker_7,33,31,2,4.12,9.97,7.05,0.0495,4.68
Jeeda Sensei,Skoops!,37,32,5,4.35,8.62,6.49,0.115,5.7
N Prime,Quali,25,20,5,2.88,5.32,4.1,0.2286,6.1
N Prime,Siker_7,19,18,1,2.84,10.11,6.47,0.0569,2.93
N Prime,Skoops!,15,15,0,3.2,8.33,5.77,0.0,2.6
N Prime,Xrenoid,17,17,0,3.0,10.29,6.65,0.0,2.56
N Prime,blankE,15,15,0,3.13,16.33,9.73,0.0,1.54
N Prime,camoutbussin,11,6,5,2.91,6.18,4.55,0.8658,2.42
N Prime,m.melkowski1,7,7,0,3.43,8.14,5.79,0.0,1.21
N Prime,masterv5983,14,14,0,3.07,15.79,9.43,0.0,1.48
N Prime,Коmар,11,11,0,2.55,20.36,11.45,0.0,0.96
Quali,Siker_7,33,25,8,5.73,10.09,7.91,0.2621,4.17
Siker_7,Skoops!,24,12,12,8.88,7.46,8.17,1.0,2.94
Siker_7,Xrenoid,23,14,9,10.83,10.43,10.63,0.6261,2.16
Siker_7,blankE,19,14,5,9.84,15.47,12.66,0.363,1.5
Siker_7,camoutbussin,12,5,7,10.08,8.5,9.29,0.7576,1.29
Siker_7,m.melkowski1,8,1,7,11.75,5.5,8.62,0.1923,0.93
Siker_7,masterv5983,16,12,4,12.56,16.44,14.5,0.3571,1.1
Siker_7,Коmар,13,11,2,10.46,20.62,15.54,0.2122,0.84
Skoops!,blankE,22,19,3,8.45,15.68,12.07,0.1515,1.82
Skoops!,Коmар,13,11,2,9.46,18.38,13.92,0.2122,0.93
Xrenoid,Коmар,10,9,1,8.0,20.6,14.3,0.1429,0.7
Bidderlyn,HZaninelli,11,11,0,2.27,23.55,12.91,0.0,0.85
Bidderlyn,yaelsky96,7,7,0,3.57,11.57,7.57,0.0,0.92
HZaninelli,Quali,11,0,11,23.55,6.27,14.91,0.0,0.74
HZaninelli,Siker_7,10,0,10,24.1,7.1,15.6,0.0,0.64
HZaninelli,Skoops!,7,0,7,23.71,9.0,16.36,0.0,0.43
HZaninelli,Xrenoid,8,1,7,23.5,7.25,15.38,0.1923,0.52
S31gn3ur Chr3t13n,Siker_7,21,14,7,6.57,9.57,8.07,0.4938,2.6
S31gn3ur Chr3t13n,t.lewis140,7,7,0,5.14,18.57,11.86,0.0,0.59
S31gn3ur Chr3t13n,yaelsky96,7,4,3,7.29,11.14,9.21,0.8163,0.76
Siker_7,yaelsky96,7,3,4,8.86,8.86,8.86,0.8163,0.79
Bidderlyn,BigOak,8,8,0,1.88,14.25,8.06,0.0,0.99
Bidderlyn,Frango,18,18,0,1.89,18.61,10.25,0.0,1.76
Bidderlyn,Lovis,26,26,0,1.92,21.12,11.52,0.0,2.26
Bidderlyn,ciga,32,32,0,1.66,17.06,9.36,0.0,3.42
Bidderlyn,jamiebagley233,9,9,0,2.0,21.67,11.83,0.0,0.76
BigOak,S31gn3ur Chr3t13n,7,0,7,15.14,6.0,10.57,0.0,0.66
Frango,Jeeda Sensei,19,0,19,18.05,2.89,10.47,0.0,1.81
Frango,Lovis,9,4,5,19.56,17.56,18.56,0.8466,0.49
Frango,Quali,19,1,18,18.05,5.79,11.92,0.0569,1.59
Frango,S31gn3ur Chr3t13n,12,0,12,18.58,5.92,12.25,0.0,0.98
Frango,Xrenoid,13,1,12,19.0,6.62,12.81,0.0993,1.02
Frango,blankE,10,5,5,17.3,15.8,16.55,1.0,0.6
Frango,ciga,14,6,8,18.5,19.86,19.18,0.7792,0.73
Frango,masterv5983,9,4,5,17.33,15.22,16.28,0.8466,0.55
Jeeda Sensei,Lovis,30,30,0,3.23,20.93,12.08,0.0,2.48
Jeeda Sensei,ciga,35,34,1,4.29,17.4,10.84,0.0216,3.23
Jeeda Sensei,jamiebagley233,9,8,1,6.78,21.67,14.22,0.1646,0.63
Lovis,Quali,30,0,30,20.93,5.3,13.12,0.0,2.29
Lovis,S31gn3ur Chr3t13n,20,1,19,21.2,6.05,13.62,0.0526,1.47
Lovis,Xrenoid,14,2,12,19.36,9.5,14.43,0.1905,0.97
Lovis,blankE,15,3,12,20.33,14.27,17.3,0.2759,0.87
Lovis,ciga,21,10,11,19.57,17.43,18.5,0.907,1.14
Lovis,doniatka,15,0,15,23.0,7.6,15.3,0.0,0.98
Lovis,hrejarz2,10,5,5,22.9,21.0,21.95,1.0,0.46
Lovis,m.melkowski1,9,0,9,21.89,5.44,13.67,0.0,0.66
Lovis,masterv5983,12,2,10,20.5,13.17,16.83,0.2381,0.71
Quali,ciga,35,32,3,5.8,17.31,11.56,0.07,3.03
Quali,jamiebagley233,9,9,0,6.89,21.67,14.28,0.0,0.63
S31gn3ur Chr3t13n,ciga,22,19,3,6.73,17.05,11.89,0.1515,1.85
Xrenoid,ciga,23,20,3,8.87,17.91,13.39,0.141,1.72
Xrenoid,jamiebagley233,8,8,0,5.5,21.0,13.25,0.0,0.6
blankE,ciga,22,12,10,16.68,18.05,17.36,0.8264,1.27
ciga,doniatka,16,0,16,17.5,7.38,12.44,0.0,1.29
ciga,hrejarz2,12,8,4,17.5,22.33,19.92,0.5556,0.6
ciga,m.melkowski1,12,1,11,17.0,6.75,11.88,0.1111,1.01
ciga,masterv5983,16,5,11,17.44,14.62,16.03,0.4808,1.0
jamiebagley233,masterv5983,7,1,6,21.14,13.14,17.14,0.2286,0.41
Bidderlyn,slaaneshtgof,16,16,0,1.69,19.75,10.72,0.0,1.49
Bidderlyn,tsromanow,17,17,0,1.82,18.41,10.12,0.0,1.68
Hirow,JarJar,9,2,7,23.44,17.33,20.39,0.3556,0.44
Hirow,khang.pham2401,7,2,5,21.14,13.86,17.5,0.4969,0.4
JarJar,Jeeda Sensei,25,0,25,18.16,3.64,10.9,0.0,2.29
JarJar,tsromanow,8,4,4,19.88,19.0,19.44,1.0,0.41
Jeeda Sensei,slaaneshtgof,15,15,0,4.07,19.4,11.73,0.0,1.28
Xrenoid,slaaneshtgof,11,10,1,10.55,19.91,15.23,0.1254,0.72
Xrenoid,tsromanow,10,9,1,7.4,17.2,12.3,0.1429,0.81
Zap,khang.pham2401,11,4,7,19.45,14.73,17.09,0.6324,0.64
khang.pham2401,tsromanow,7,4,3,18.14,22.14,20.14,0.8163,0.35
Bidderlyn,Xunz,19,19,0,1.84,19.42,10.63,0.0,1.79
JarJar,Xunz,11,8,3,17.82,21.45,19.64,0.4364,0.56
Jeeda Sensei,Xunz,21,21,0,4.33,18.81,11.57,0.0,1.81
Quali,Xunz,20,19,1,5.0,18.9,11.95,0.0526,1.67
Skoops!,Xunz,13,10,3,10.62,18.31,14.46,0.3419,0.9
Xrenoid,Xunz,14,11,3,10.79,19.07,14.93,0.3061,0.94
Xunz,austin_midd,8,1,7,20.75,7.62,14.19,0.1923,0.56
Xunz,blankE,12,3,9,19.92,16.17,18.04,0.3846,0.67
Xunz,luisarlen23,13,0,13,21.15,3.77,12.46,0.0,1.04
Xunz,m.melkowski1,8,1,7,19.88,7.12,13.5,0.1923,0.59
Xunz,z_iodine,8,4,4,20.25,20.75,20.5,1.0,0.39
Bidderlyn,Esteban Dorado,9,9,0,2.89,20.11,11.5,0.0,0.78
Esteban Dorado,Jeeda Sensei,10,0,10,20.6,3.6,12.1,0.0,0.83
Esteban Dorado,Quali,10,0,10,20.6,5.4,13.0,0.0,0.77
Esteban Dorado,S31gn3ur Chr3t13n,9,0,9,21.67,5.56,13.61,0.0,0.66
Esteban Dorado,Skoops!,9,0,9,21.67,8.44,15.06,0.0,0.6
Esteban Dorado,khang.pham2401,7,2,5,20.71,18.71,19.71,0.4969,0.36
Esteban Dorado,m.melkowski1,7,0,7,20.0,5.57,12.79,0.0,0.55
S31gn3ur Chr3t13n,Xunz,13,11,2,7.0,17.85,12.42,0.2122,1.05
S31gn3ur Chr3t13n,Zap,11,10,1,6.45,18.55,12.5,0.1254,0.88
Skoops!,Zap,9,7,2,11.11,17.44,14.28,0.3556,0.63
Xunz,camoutbussin,7,0,7,20.86,5.57,13.21,0.0,0.53
Xunz,doniatka,16,0,16,18.38,7.88,13.12,0.0,1.22
Xunz,khang.pham2401,8,5,3,18.5,18.12,18.31,0.6818,0.44
Xunz,masterv5983,9,2,7,22.67,15.78,19.22,0.3556,0.47
austin_midd,doniatka,8,6,2,5.75,9.0,7.38,0.4167,1.08
Bidderlyn,Коля Зман,16,16,0,2.19,17.0,9.59,0.0,1.67
JarJar,N Prime,14,0,14,18.93,3.07,11.0,0.0,1.27
JarJar,ciga,18,10,8,18.94,17.94,18.44,0.8081,0.98
JarJar,Коля Зман,10,2,8,18.7,16.0,17.35,0.3077,0.58
Jeeda Sensei,Коля Зман,17,17,0,3.06,16.82,9.94,0.0,1.71
N Prime,S31gn3ur Chr3t13n,15,13,2,3.4,7.27,5.33,0.172,2.81
N Prime,Xunz,10,10,0,3.3,18.3,10.8,0.0,0.93
N Prime,ciga,20,20,0,2.95,17.0,9.98,0.0,2.01
N Prime,doniatka,14,13,1,3.0,7.79,5.39,0.0893,2.6
N Prime,hrejarz2,8,8,0,3.38,23.38,13.38,0.0,0.6
N Prime,khang.pham2401,11,11,0,3.55,15.82,9.68,0.0,1.14
N Prime,luisarlen23,8,5,3,3.0,5.88,4.44,0.6818,1.8
N Prime,Коля Зман,9,9,0,2.89,17.33,10.11,0.0,0.89
Quali,Коля Зман,18,18,0,4.72,17.06,10.89,0.0,1.65
S31gn3ur Chr3t13n,Коля Зман,12,12,0,5.33,17.83,11.58,0.0,1.04
TheHunter222,ciga,8,6,2,12.5,19.0,15.75,0.4167,0.51
Xrenoid,Коля Зман,9,7,2,9.0,17.0,13.0,0.3556,0.69
Xunz,ciga,12,6,6,18.33,19.75,19.04,1.0,0.63
Xunz,hrejarz2,7,4,3,19.57,22.86,21.21,0.8163,0.33
Xunz,slaaneshtgof,9,5,4,17.89,19.89,18.89,0.8466,0.48
blankE,Коля Зман,8,5,3,16.88,18.88,17.88,0.6818,0.45
camoutbussin,ciga,14,12,2,6.64,17.07,11.86,0.1905,1.18
camoutbussin,hrejarz2,9,8,1,5.0,21.89,13.44,0.1646,0.67
camoutbussin,Коля Зман,8,7,1,8.5,18.5,13.5,0.1923,0.59
ciga,khang.pham2401,18,9,9,15.11,16.56,15.83,1.0,1.14
ciga,luisarlen23,14,2,12,19.79,6.57,13.18,0.1905,1.06
ciga,slaaneshtgof,11,5,6,18.36,19.55,18.95,0.8658,0.58
ciga,Коля Зман,13,9,4,16.08,17.23,16.65,0.4923,0.78
hrejarz2,luisarlen23,10,0,10,22.9,4.6,13.75,0.0,0.73
khang.pham2401,Коля Зман,11,3,8,17.73,15.73,16.73,0.4364,0.66
luisarlen23,slaaneshtgof,9,9,0,4.11,18.44,11.28,0.0,0.8
m.melkowski1,Коля Зман,9,8,1,6.44,16.89,11.67,0.1646,0.77
masterv5983,Коля Зман,7,7,0,14.14,19.29,16.71,0.0,0.42
Blumpo Gripliskin,ciga,7,6,1,8.57,18.57,13.57,0.2286,0.52
S31gn3ur Chr3t13n,schmendrikson,13,11,2,7.46,19.08,13.27,0.2122,0.98
Skoops!,ciga,22,19,3,8.18,16.59,12.39,0.1515,1.78
Skoops!,schmendrikson,10,10,0,8.5,20.7,14.6,0.0,0.68
Xrenoid,schmendrikson,10,8,2,12.0,19.0,15.5,0.3077,0.65
Xunz,schmendrikson,8,5,3,15.5,20.0,17.75,0.6818,0.45
ciga,schmendrikson,12,5,7,19.58,18.17,18.88,0.7576,0.64
doniatka,schmendrikson,8,8,0,5.88,18.5,12.19,0.0,0.66
hrejarz2,schmendrikson,7,3,4,20.0,18.86,19.43,0.8163,0.36
luisarlen23,schmendrikson,8,8,0,4.38,22.12,13.25,0.0,0.6
Dreamweaver,Siker_7,21,5,16,12.24,7.67,9.95,0.3072,2.11
Dreamweaver,Xunz,9,7,2,14.67,17.78,16.22,0.3556,0.55
Dreamweaver,ciga,22,16,6,13.5,17.64,15.57,0.3636,1.41
JarJar,Siker_7,16,5,11,18.25,11.31,14.78,0.4808,1.08
Siker_7,TheHunter222,7,4,3,9.43,13.0,11.21,0.8163,0.62
Siker_7,Xunz,9,8,1,10.44,19.22,14.83,0.1646,0.61
Siker_7,ciga,25,19,6,9.76,17.4,13.58,0.2909,1.84
Siker_7,doniatka,11,3,8,12.73,7.73,10.23,0.4364,1.08
Siker_7,luisarlen23,13,3,10,10.15,6.92,8.54,0.3419,1.52
Siker_7,slaaneshtgof,9,9,0,10.67,21.56,16.11,0.0,0.56
Bidderlyn,Varravann,8,8,0,1.75,22.62,12.19,0.0,0.66
Esteban Dorado,doniatka,7,1,6,19.29,9.0,14.14,0.2286,0.49
Jeeda Sensei,Varravann,9,9,0,3.78,22.33,13.06,0.0,0.69
